Bot,Trade,Time,Date,Profit,Profit_last_tx,Wallet
Arbitrage[{LIMIT_ARBITRAGE}],Trade 48,11:58:43,2023-04-23,6660.57,152.18,"{'USDT': 1006660.570718872, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 49,12:28:58,2023-04-23,6797.57,137.0,"{'USDT': 1006797.5727624075, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 50,12:59:14,2023-04-23,7113.97,316.39,"{'USDT': 1007113.966543508, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 51,13:29:31,2023-04-23,7251.24,137.27,"{'USDT': 1007251.2378702231, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 52,13:59:48,2023-04-23,7327.37,76.13,"{'USDT': 1007327.3717506465, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 53,14:32:16,2023-04-23,7433.84,106.47,"{'USDT': 1007433.8384817955, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 54,15:02:33,2023-04-23,7673.29,239.46,"{'USDT': 1007673.2942423465, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 55,15:32:48,2023-04-23,7825.6,152.31,"{'USDT': 1007825.6027813428, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 56,16:03:04,2023-04-23,8008.23,182.63,"{'USDT': 1008008.2350259215, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 57,16:33:20,2023-04-23,8160.59,152.36,"{'USDT': 1008160.5941908247, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 58,17:03:38,2023-04-23,8313.48,152.89,"{'USDT': 1008313.4847874276, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 59,17:33:55,2023-04-23,8451.76,138.27,"{'USDT': 1008451.7572446119, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 60,18:04:11,2023-04-23,8574.33,122.57,"{'USDT': 1008574.3281053837, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 61,18:34:27,2023-04-23,8742.76,168.43,"{'USDT': 1008742.755577799, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 62,19:04:42,2023-04-23,8985.84,243.09,"{'USDT': 1008985.8429998639, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 63,19:45:51,2023-04-23,9169.63,183.79,"{'USDT': 1009169.6291279149, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 64,20:16:06,2023-04-23,9338.88,169.25,"{'USDT': 1009338.8754447162, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 65,20:46:23,2023-04-23,9522.44,183.56,"{'USDT': 1009522.4387650731, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 66,21:16:38,2023-04-23,9738.21,215.78,"{'USDT': 1009738.2145535616, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 67,22:08:36,2023-04-23,9465.23,-272.98,"{'USDT': 1009465.230356055, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 68,22:50:27,2023-04-23,9526.71,61.48,"{'USDT': 1009526.7081410732, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 69,23:20:42,2023-04-23,9817.01,290.3,"{'USDT': 1009817.0046915126, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 70,00:04:05,2023-04-24,9968.95,151.94,"{'USDT': 1009968.9482673476, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 71,01:22:32,2023-04-24,10076.02,107.07,"{'USDT': 1010076.0175182336, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 72,02:02:27,2023-04-24,10167.68,91.66,"{'USDT': 1010167.6759590685, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 73,02:32:44,2023-04-24,10336.32,168.64,"{'USDT': 1010336.318308985, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 74,03:11:04,2023-04-24,10442.65,106.34,"{'USDT': 1010442.6535100976, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 75,03:41:21,2023-04-24,10518.71,76.05,"{'USDT': 1010518.7066979646, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 76,04:11:37,2023-04-24,10671.03,152.32,"{'USDT': 1010671.0308925682, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 77,04:41:51,2023-04-24,10823.19,152.16,"{'USDT': 1010823.1945527609, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 78,05:12:06,2023-04-24,10960.47,137.28,"{'USDT': 1010960.4724877994, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 79,05:42:21,2023-04-24,11097.69,137.21,"{'USDT': 1011097.6862451211, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 80,06:12:35,2023-04-24,11281.02,183.34,"{'USDT': 1011281.0221809325, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 81,06:42:50,2023-04-24,11479.76,198.74,"{'USDT': 1011479.7622154903, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 82,07:13:07,2023-04-24,11739.55,259.78,"{'USDT': 1011739.5470161248, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 83,07:43:25,2023-04-24,11907.53,167.99,"{'USDT': 1011907.5339597777, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 84,08:13:41,2023-04-24,12075.35,167.81,"{'USDT': 1012075.3461544708, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 85,08:43:55,2023-04-24,12318.9,243.56,"{'USDT': 1012318.903957172, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 86,09:25:02,2023-04-24,12550.48,231.58,"{'USDT': 1012550.4852223847, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 87,09:55:19,2023-04-24,12671.75,121.26,"{'USDT': 1012671.7487535224, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 88,10:25:35,2023-04-24,12825.88,154.14,"{'USDT': 1012825.8844839638, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 89,10:55:51,2023-04-24,12980.33,154.44,"{'USDT': 1012980.3257593527, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 90,11:26:06,2023-04-24,13225.94,245.62,"{'USDT': 1013225.9428500318, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 91,11:56:21,2023-04-24,13454.74,228.8,"{'USDT': 1013454.745126823, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 92,12:26:38,2023-04-24,13652.47,197.73,"{'USDT': 1013652.4709564726, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 93,12:56:55,2023-04-24,13729.3,76.83,"{'USDT': 1013729.2977315976, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 94,13:27:11,2023-04-24,13852.32,123.03,"{'USDT': 1013852.3231318402, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 95,13:57:27,2023-04-24,13990.26,137.94,"{'USDT': 1013990.2622234048, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 96,14:27:44,2023-04-24,14143.43,153.17,"{'USDT': 1014143.432957846, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 97,14:58:00,2023-04-24,14296.35,152.92,"{'USDT': 1014296.3496395408, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 98,15:28:16,2023-04-24,14449.47,153.12,"{'USDT': 1014449.4740885142, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 99,15:58:31,2023-04-24,14602.16,152.69,"{'USDT': 1014602.1606439026, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 100,16:28:47,2023-04-24,14813.81,211.65,"{'USDT': 1014813.8125250494, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 101,16:59:02,2023-04-24,15131.97,318.15,"{'USDT': 1015131.966376613, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 102,17:29:21,2023-04-24,15286.15,154.18,"{'USDT': 1015286.1480239398, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 103,17:59:39,2023-04-24,15455.75,169.6,"{'USDT': 1015455.7478360583, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 104,18:29:56,2023-04-24,15791.98,336.23,"{'USDT': 1015791.980028273, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 105,19:00:13,2023-04-24,16024.43,232.45,"{'USDT': 1016024.4267056185, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 106,19:52:12,2023-04-24,16409.69,385.27,"{'USDT': 1016409.6930589478, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 107,20:22:30,2023-04-24,16609.2,199.51,"{'USDT': 1016609.1997176977, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 108,20:52:46,2023-04-24,16732.24,123.04,"{'USDT': 1016732.2386526447, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 109,21:23:02,2023-04-24,16901.11,168.87,"{'USDT': 1016901.1055502591, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 110,21:53:19,2023-04-24,17039.08,137.98,"{'USDT': 1017039.0839906933, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 111,22:23:38,2023-04-24,17161.58,122.5,"{'USDT': 1017161.5819231232, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 112,22:53:54,2023-04-24,17330.47,168.89,"{'USDT': 1017330.4691291912, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 113,23:35:03,2023-04-24,17391.9,61.43,"{'USDT': 1017391.902128527, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
Arbitrage[{LIMIT_ARBITRAGE}],Trade 114,00:05:21,2023-04-25,17561.03,169.13,"{'USDT': 1017561.0318084727, 'BTC': 0, 'ETH': 0, 'BNB': 0.0, 'LTC': 0.0, 'AVAX': 0.0}"
